"","type","by","post_id","post_link","post_message","picture","full_picture","link","link_domain","post_published","post_published_unix","post_published_sql","likes_count_fb","comments_count_fb","reactions_count_fb","shares_count_fb","engagement_fb","source"
"994","video","post_page_153080620724","153080620724_10157409928535725","https://www.facebook.com/153080620724/posts/10157409928535725","Crooked Hillary counts on Wall Street for donations.  I ll NEVER be bought and sold by them. My supporters are the BEST because they re every day Americans! Together  we WILL Make America Great Again!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13896149_10157409938550725_538788112_n.jpg?oh=58dae50547e00aff438fec5cc6822831&oe=5A97B9CD","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13896149_10157409938550725_538788112_n.jpg?oh=c7e7081cefa10849c1fa552bbe2f0b23&oe=5AD37C1D","https://www.facebook.com/DonaldTrump/videos/10157409928535725/","facebook.com","2016-07-31T23:52:57+0000",1470009177,"2016-08-01 01:52:57",70615,14874,77426,33639,125939,"Donald Trump"
"995","video","post_page_153080620724","153080620724_10157396679900725","https://www.facebook.com/153080620724/posts/10157396679900725","","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13896161_10157396686460725_1001723489_n.jpg?oh=5c0e67db2fb27c5d601f5406dd4188a1&oe=5A950082","https://scontent.xx.fbcdn.net/v/t15.0-10/13896161_10157396686460725_1001723489_n.jpg?oh=3a1821d569f789b5ced3e93b55c54c13&oe=5A9F1D58","https://www.facebook.com/DonaldTrump/videos/10157396679900725/","facebook.com","2016-07-30T00:45:27+0000",1469839527,"2016-07-30 02:45:27",75222,6851,81249,10225,98325,"Donald Trump"
"996","video","post_page_153080620724","153080620724_10157396139470725","https://www.facebook.com/153080620724/posts/10157396139470725","","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13670407_10157396143895725_1847307910_n.jpg?oh=80bc293352ca9785223733d2df5aeec1&oe=5A8F68B9","https://scontent.xx.fbcdn.net/v/t15.0-10/13670407_10157396143895725_1847307910_n.jpg?oh=b39e93a5396016084362b0be8ef05dbc&oe=5A9A3274","https://www.facebook.com/DonaldTrump/videos/10157396139470725/","facebook.com","2016-07-29T22:26:04+0000",1469831164,"2016-07-30 00:26:04",45837,7512,51819,7304,66635,"Donald Trump"
"997","video","post_page_153080620724","153080620724_10157395189170725","https://www.facebook.com/153080620724/posts/10157395189170725","I’ve said it over and over again. Crooked Hillary is bought and paid for by The Establishment—BIG TIME! Unbelievably CORRUPT! I’m not and never will be owned by ANYONE! #TrumpIsWithYou #TrumpPence2016","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13895933_10157395216260725_688040311_n.jpg?oh=b616b7fb0682f779799c48d98eac2172&oe=5A8CE5B4","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13895933_10157395216260725_688040311_n.jpg?oh=ef3d4d72dbab197f81c670cbb907c9ff&oe=5A98FF64","https://www.facebook.com/DonaldTrump/videos/10157395189170725/","facebook.com","2016-07-29T19:09:07+0000",1469819347,"2016-07-29 21:09:07",63048,8518,69530,34334,112382,"Donald Trump"
"998","video","post_page_153080620724","153080620724_10157394903900725","https://www.facebook.com/153080620724/posts/10157394903900725","Even Bill is tired of the lies  SAD!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/1067531_10157394939360725_1541138124_n.jpg?oh=44c65187d6ca61f441d4eb9b1ee01828&oe=5A8EF10B","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/1067531_10157394939360725_1541138124_n.jpg?oh=13a4c251144387630cd07d0ddb05a066&oe=5AA6CBDB","https://www.facebook.com/DonaldTrump/videos/10157394903900725/","facebook.com","2016-07-29T18:08:40+0000",1469815720,"2016-07-29 20:08:40",93175,13851,123262,56703,193816,"Donald Trump"
"999","video","post_page_153080620724","153080620724_10157393980320725","https://www.facebook.com/153080620724/posts/10157393980320725","America led by Hillary will be an AMERICA where things get even WORSE than it is now.  Higher taxes  rampant TERRORISM and MORE CORRUPTION from Washington  DC!  TOGETHER  we WILL Make America Great Again!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13670852_10157394001995725_97722539_n.jpg?oh=be986fc00bb2d607823f9c1dcb1af85e&oe=5AA8B814","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13670852_10157394001995725_97722539_n.jpg?oh=82cf97cf533c1250d0cd2ba63ed09b70&oe=5A968368","https://www.facebook.com/DonaldTrump/videos/10157393980320725/","facebook.com","2016-07-29T15:16:04+0000",1469805364,"2016-07-29 17:16:04",71157,10454,77770,32672,120896,"Donald Trump"
"1000","video","post_page_153080620724","153080620724_10157390119950725","https://www.facebook.com/153080620724/posts/10157390119950725","Crooked Hillary will NEVER be able to hide who she REALLY is!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13670774_10157390124210725_482427584_n.jpg?oh=4165b287fd83f31ab6b3fcff6b23dfe7&oe=5A8BFCDF","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13670774_10157390124210725_482427584_n.jpg?oh=3451277cbebbfe009f8b725b4576d43c&oe=5A983E0F","https://www.facebook.com/DonaldTrump/videos/10157390119950725/","facebook.com","2016-07-29T02:04:04+0000",1469757844,"2016-07-29 04:04:04",69357,10924,79604,23656,114184,"Donald Trump"
"1001","video","post_page_153080620724","153080620724_10157389234950725","https://www.facebook.com/153080620724/posts/10157389234950725","","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13602211_10157389236980725_271309697_n.jpg?oh=574b7a95ff16d3c3c622e830fde43dd1&oe=5A992EDC","https://scontent.xx.fbcdn.net/v/t15.0-10/13602211_10157389236980725_271309697_n.jpg?oh=3e2139eea1e5d0dd3cf55e0bf10dee4e&oe=5A898A88","https://www.facebook.com/DonaldTrump/videos/10157389234950725/","facebook.com","2016-07-28T23:19:39+0000",1469747979,"2016-07-29 01:19:39",85256,13687,94960,89930,198577,"Donald Trump"
"1002","video","post_page_153080620724","153080620724_10157388895945725","https://www.facebook.com/153080620724/posts/10157388895945725","Back in Davenport  Iowa! Join me for a few minutes - lets MAKE AMERICA GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13601388_10157388943045725_1214701869_n.jpg?oh=852f769c9802181aa763b3d073d92066&oe=5AD2354B","https://scontent.xx.fbcdn.net/v/t15.0-10/13601388_10157388943045725_1214701869_n.jpg?oh=e4520e6e58c852d1b4c1ddd2e1d54cf8&oe=5AA14C91","https://www.facebook.com/DonaldTrump/videos/10157388895945725/","facebook.com","2016-07-28T22:00:43+0000",1469743243,"2016-07-29 00:00:43",63840,26880,79208,5549,111637,"Donald Trump"
"1003","video","post_page_153080620724","153080620724_10157387671790725","https://www.facebook.com/153080620724/posts/10157387671790725","Bernie caved!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13602149_10157387642965725_1235514067_n.jpg?oh=2843ffc99d4211699289eeb75d9bd02c&oe=5AD262C3","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13602149_10157387642965725_1235514067_n.jpg?oh=5b8692c3b5c71a809a3a8c9c110044f6&oe=5AA87D17","https://www.facebook.com/DonaldTrump/videos/10157387671790725/","facebook.com","2016-07-28T18:35:11+0000",1469730911,"2016-07-28 20:35:11",41287,6097,45355,7530,58982,"Donald Trump"
"1004","photo","post_page_153080620724","153080620724_10157383986670725","https://www.facebook.com/153080620724/posts/10157383986670725","Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13606914_10157383986670725_55717019866933367_n.jpg?oh=432df8349e7f9c20a6abb6daac03c9e1&oe=5AA22CB0","https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/13606914_10157383986670725_55717019866933367_n.jpg?oh=c24fda2ee468956526b340d1a4a57c5f&oe=5AD16E71","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157383986670725/?type=3","facebook.com","2016-07-28T02:40:51+0000",1469673651,"2016-07-28 04:40:51",95646,10580,103021,10648,124249,"Donald Trump"
"1005","video","post_page_153080620724","153080620724_10157382712735725","https://www.facebook.com/153080620724/posts/10157382712735725","","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594067_10157382714455725_1825454793_n.jpg?oh=1ad6ed4a99ff476f14ee0036d0154648&oe=5A8BD123","https://scontent.xx.fbcdn.net/v/t15.0-10/12594067_10157382714455725_1825454793_n.jpg?oh=da9c41f6f22417a61a6953d81ba187bd&oe=5A9FB8EE","https://www.facebook.com/DonaldTrump/videos/10157382712735725/","facebook.com","2016-07-27T22:03:20+0000",1469657000,"2016-07-28 00:03:20",28075,4310,32001,15395,51706,"Donald Trump"
"1006","video","post_page_153080620724","153080620724_10157382141415725","https://www.facebook.com/153080620724/posts/10157382141415725","Join me for a few minutes in Pennsylvania! TOGETHER - we are going to MAKE AMERICA SAFE AND GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13670407_10157382183690725_134827024_n.jpg?oh=416116266a555f43b5fd9ce2bdb6b466&oe=5AD66BC1","https://scontent.xx.fbcdn.net/v/t15.0-10/13670407_10157382183690725_134827024_n.jpg?oh=b08160e8f6a3b5ea3b2bd373558173e0&oe=5AA43E61","https://www.facebook.com/DonaldTrump/videos/10157382141415725/","facebook.com","2016-07-27T20:23:18+0000",1469650998,"2016-07-27 22:23:18",93959,35317,115606,8335,159258,"Donald Trump"
"1007","video","post_page_153080620724","153080620724_10157376114235725","https://www.facebook.com/153080620724/posts/10157376114235725","Departing Tampa  Florida! MAKE AMERICA GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13670830_10157376137210725_760277574_n.jpg?oh=86b2c513a921f3ce58a91e14c21671d9&oe=5A8B50E5","https://scontent.xx.fbcdn.net/v/t15.0-10/13670830_10157376137210725_760277574_n.jpg?oh=5d0ed1302bea6d386b42145d7b68d6dd&oe=5A9D8845","https://www.facebook.com/DonaldTrump/videos/10157376114235725/","facebook.com","2016-07-26T18:44:10+0000",1469558650,"2016-07-26 20:44:10",134818,31986,161972,19148,213106,"Donald Trump"
"1008","video","post_page_153080620724","153080620724_10157371820350725","https://www.facebook.com/153080620724/posts/10157371820350725","Bernie Sanders TOTALLY gave up and abandoned his revolution. We welcome all voters who want to fix this RIGGED system and bring back our jobs!","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13573129_10157371835280725_1579746255_n.jpg?oh=b3e063045806da3d5fa788d8bc787ab7&oe=5A9BC519","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/13573129_10157371835280725_1579746255_n.jpg?oh=5e2f057e0fdc0a5d3cd65dfd0f4e1859&oe=5AA2FCCD","https://www.facebook.com/DonaldTrump/videos/10157371820350725/","facebook.com","2016-07-26T03:08:09+0000",1469502489,"2016-07-26 05:08:09",88588,11486,94731,23197,129414,"Donald Trump"
"1009","photo","post_page_153080620724","153080620724_10157371652485725","https://www.facebook.com/153080620724/posts/10157371652485725","Thank you for your incredible support tonight  Winston-Salem  North Carolina! This is an unbelievable MOVEMENT - and we are going to MAKE AMERICA SAFE AND GREAT AGAIN! -DJT","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13775762_10157371652485725_4792559948383981300_n.jpg?oh=3e29e24eb362d8de03ddfa47c580feff&oe=5AA02547","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13701216_10157371652485725_4792559948383981300_o.jpg?oh=db4a745b3827d62079fc8b657de9537c&oe=5A8CA4EC","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157371652485725/?type=3","facebook.com","2016-07-26T02:16:11+0000",1469499371,"2016-07-26 04:16:11",54948,4515,58980,3453,66948,"Donald Trump"
"1010","video","post_page_153080620724","153080620724_10157370791300725","https://www.facebook.com/153080620724/posts/10157370791300725","The American people deserve better. The DNC and Hillary Rotten Clinton rigged the system and completely ignored what the people wanted! They are so  SO corrupt!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697467_10157370810970725_1789637543_n.jpg?oh=c69bfd1bd9369f9dc6b945fec717ee93&oe=5A968885","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13697467_10157370810970725_1789637543_n.jpg?oh=5e15db62d36a5dea0fc2b6654b87619d&oe=5A9C6D51","https://www.facebook.com/DonaldTrump/videos/10157370791300725/","facebook.com","2016-07-25T22:31:05+0000",1469485865,"2016-07-26 00:31:05",83175,10060,95741,48171,153972,"Donald Trump"
"1011","photo","post_page_153080620724","153080620724_10157369699375725","https://www.facebook.com/153080620724/posts/10157369699375725","We don t have time to play games anymore! Enough! It is time to MAKE AMERICA SAFE & GREAT AGAIN -- IMMEDIATELY! -DJT","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13775945_10157369699375725_4484525787862897802_n.jpg?oh=77daa97a87b02d0805aa42f2a073e627&oe=5A9958C1","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13775945_10157369699375725_4484525787862897802_n.jpg?oh=1a30538750e0fd23fc5725b86e503a3d&oe=5AD462CC","https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157369699375725/?type=3","facebook.com","2016-07-25T18:55:27+0000",1469472927,"2016-07-25 20:55:27",157496,12170,168496,27110,207776,"Donald Trump"
"1012","video","post_page_153080620724","153080620724_10157369231650725","https://www.facebook.com/153080620724/posts/10157369231650725","It will not be difficult locating Crooked Hillary s luggage in Philadelphia! -DJT","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13670321_10157369258675725_389700942_n.jpg?oh=92430b252f883c33b0cf8287ca9148b0&oe=5AD404F7","https://scontent.xx.fbcdn.net/v/t15.0-10/13670321_10157369258675725_389700942_n.jpg?oh=21e805a1314637531244f8701aa3130c&oe=5A949DA3","https://www.facebook.com/DonaldTrump/videos/10157369231650725/","facebook.com","2016-07-25T17:14:58+0000",1469466898,"2016-07-25 19:14:58",30808,4489,38588,8355,51432,"Donald Trump"
"1013","video","post_page_153080620724","153080620724_10157356115305725","https://www.facebook.com/153080620724/posts/10157356115305725","My acceptance speech was 75 minutes  long!  Watch how long it really was - - - by watching the 28 second video below. THANK YOU #TrumpTrain - I love you! Lets MAKE AMERICA GREAT AGAIN! -DJT","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722610_10157356154260725_392908607_n.jpg?oh=a7ecfbd96b6580200100194a5683c339&oe=5AA33496","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13722610_10157356154260725_392908607_n.jpg?oh=f28447a7de82b8ffd2e44b8731a462c7&oe=5AD6F246","https://www.facebook.com/DonaldTrump/videos/10157356115305725/","facebook.com","2016-07-23T14:00:00+0000",1469282400,"2016-07-23 16:00:00",54567,5764,60183,7349,73296,"Donald Trump"
"1014","video","post_page_153080620724","153080620724_10157349747680725","https://www.facebook.com/153080620724/posts/10157349747680725","I AM YOUR VOICE! #MakeAmericaGreatAgain","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700496_10157349754305725_902937546_n.jpg?oh=428fa8c693c36c0d2a7cf392f3e515f8&oe=5A8D7356","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700496_10157349754305725_902937546_n.jpg?oh=1f4b956adcc95c0cb2d605bf16da4308&oe=5A943486","https://www.facebook.com/DonaldTrump/videos/10157349747680725/","facebook.com","2016-07-22T03:35:39+0000",1469158539,"2016-07-22 05:35:39",106112,9082,117947,22616,149645,"Donald Trump"
"1015","video","post_page_153080620724","153080620724_10157349693545725","https://www.facebook.com/153080620724/posts/10157349693545725","As President I will put America FIRST! #TrumpIsWithYou","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697428_10157349697800725_56569366_n.jpg?oh=a609354b216c51e5903f4822b3d132ad&oe=5AA1165E","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13697428_10157349697800725_56569366_n.jpg?oh=faff29bb4815bae894ff795d84732035&oe=5A92C522","https://www.facebook.com/DonaldTrump/videos/10157349693545725/","facebook.com","2016-07-22T03:22:16+0000",1469157736,"2016-07-22 05:22:16",113702,6495,125048,16845,148388,"Donald Trump"
"1016","video","post_page_153080620724","153080620724_10157349540230725","https://www.facebook.com/153080620724/posts/10157349540230725","I just accepted the GOP nomination for President and now it s time to take the fight to Hillary Clinton! This is a MOVEMENT that s going to win back the White House! #TrumpIsWithYou  JOIN THE MOVEMENT: http://bit.ly/2afr5xQ","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722450_10157349551325725_62920699_n.jpg?oh=d5e3deba57628bf83250f37862439b37&oe=5AA5FADC","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13722450_10157349551325725_62920699_n.jpg?oh=4ef0af64facf537a15e7f7083b077a08&oe=5A9921A0","https://www.facebook.com/DonaldTrump/videos/10157349540230725/","facebook.com","2016-07-22T02:44:14+0000",1469155454,"2016-07-22 04:44:14",86742,6892,97047,10677,114616,"Donald Trump"
"1017","video","post_page_153080620724","153080620724_10157349180875725","https://www.facebook.com/153080620724/posts/10157349180875725","GREAT  great speech  Pastor Burns! As President  I will always place America First and together  we WILL Make America Great Again – for EVERYONE! #TrumpIsWithYou","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722384_10157349189625725_359368340_n.jpg?oh=41a3dc8227ce1a1252af8bcbe5c887d4&oe=5AA48960","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13722384_10157349189625725_359368340_n.jpg?oh=2b09040c1f99d94814e23bf8b9dc6f92&oe=5A9D21B0","https://www.facebook.com/DonaldTrump/videos/10157349180875725/","facebook.com","2016-07-22T01:18:00+0000",1469150280,"2016-07-22 03:18:00",82662,4224,90671,23537,118432,"Donald Trump"
"1018","video","post_page_153080620724","153080620724_10157349107910725","https://www.facebook.com/153080620724/posts/10157349107910725","Thank you  Rev. Falwell for your faith and support! I truly have faith that we CAN make America better and as President  I WILL Make America Great Again! #TrumpIsWithYou   JOIN THE MOVEMENT - WE ARE BREAKING RECORDS: http://bit.ly/2azatNI","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722452_10157349120495725_492222318_n.jpg?oh=e538a826838bb197481936fa291e446f&oe=5A981D05","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13722452_10157349120495725_492222318_n.jpg?oh=85150f435a66deab100548eaa91f4970&oe=5AA2A4D5","https://www.facebook.com/DonaldTrump/videos/10157349107910725/","facebook.com","2016-07-22T00:42:55+0000",1469148175,"2016-07-22 02:42:55",24763,1560,26871,2911,31342,"Donald Trump"
"1019","video","post_page_153080620724","153080620724_10157348734300725","https://www.facebook.com/153080620724/posts/10157348734300725","Wow! We had over 70 000 donors last night. I m speaking tonight and  believe me  it s going to be huge. BIG LEAGUE tonight!   This is a MOVEMENT. I m with YOU  America -- thank you for being with me. #TrumpIsWithYou  JOIN THE MOVEMENT: http://donaldjtrump.com/BIG-LEAGUE","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723194_10157348743345725_390421841_n.jpg?oh=f11446e9c1cd571bed91277dbf8d93b4&oe=5A8BB91A","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13723194_10157348743345725_390421841_n.jpg?oh=c4265fb768cd528876235f3979cc26ae&oe=5AA0DBCA","https://www.facebook.com/DonaldTrump/videos/10157348734300725/","facebook.com","2016-07-21T22:59:27+0000",1469141967,"2016-07-22 00:59:27",104602,6900,114391,10017,131308,"Donald Trump"
"1020","video","post_page_153080620724","153080620724_10157344457915725","https://www.facebook.com/153080620724/posts/10157344457915725","We will #MakeAmericaGreatAgain!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723235_10157344459860725_427989317_n.jpg?oh=541efda4b5b260dcc1ef68c026757da2&oe=5AD3BEBE","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13723235_10157344459860725_427989317_n.jpg?oh=5385527024ad56b9c131e4b98a311169&oe=5AA4C96E","https://www.facebook.com/DonaldTrump/videos/10157344457915725/","facebook.com","2016-07-21T12:00:00+0000",1469102400,"2016-07-21 14:00:00",40147,3652,43609,3329,50590,"Donald Trump"
"1021","photo","post_page_153080620724","153080620724_10157345285120725","https://www.facebook.com/153080620724/posts/10157345285120725","Join us at the 2016 GOP Convention! Check back frequently for photo updates in this album  as we share history in the making with you! Lets MAKE AMERICA SAFE AND GREAT AGAIN!","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13690658_10157345292270725_4182155184963916100_n.jpg?oh=467ff745f00895e1df633c63c5f04e67&oe=5A99ECB7","https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/13690658_10157345292270725_4182155184963916100_n.jpg?oh=9e81a67acbb5befdedf86c4dd31bda44&oe=5AA404A4","https://www.facebook.com/DonaldTrump/photos/a.10157330176990725.1073741834.153080620724/10157345292270725/?type=3","facebook.com","2016-07-21T09:34:51+0000",1469093691,"2016-07-21 11:34:51",353,19,410,5170,5599,"Donald Trump"
"1022","video","post_page_153080620724","153080620724_10157344312180725","https://www.facebook.com/153080620724/posts/10157344312180725","Thank you to our next VP of the United States  Governor Mike Pence! With him by my side  I have absolutely no doubt we WILL Make America Great Again! #AmericaFirst!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723135_10157344317075725_2037313849_n.jpg?oh=333b464cd44fc5585cf823bde22a3ca6&oe=5AD58455","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13723135_10157344317075725_2037313849_n.jpg?oh=ff6c176b6e9f80f2b29df7922fdc5c26&oe=5AD3D981","https://www.facebook.com/DonaldTrump/videos/10157344312180725/","facebook.com","2016-07-21T04:00:57+0000",1469073657,"2016-07-21 06:00:57",159795,9490,171184,23077,203751,"Donald Trump"
"1023","video","post_page_153080620724","153080620724_10157344201325725","https://www.facebook.com/153080620724/posts/10157344201325725","THANK YOU CLEVELAND! See you tomorrow- at the #GOPConvention! #RNCinCLE","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722416_10157344208305725_2145666082_n.jpg?oh=deab8aefa703442cc133c9ac09175043&oe=5AA603E0","https://scontent.xx.fbcdn.net/v/t15.0-10/13722416_10157344208305725_2145666082_n.jpg?oh=a475b14b3a1cd93429ddbc1d50453c0d&oe=5A8A023A","https://www.facebook.com/DonaldTrump/videos/10157344201325725/","facebook.com","2016-07-21T03:20:31+0000",1469071231,"2016-07-21 05:20:31",51142,10213,60167,2326,72706,"Donald Trump"
"1024","video","post_page_153080620724","153080620724_10157343936385725","https://www.facebook.com/153080620724/posts/10157343936385725","Just got to the #GOPConvention to watch Eric! #RNCinCLE","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13722376_10157344000560725_877604166_n.jpg?oh=228371c9570daf0411fd740a370948db&oe=5A8D9E5A","https://scontent.xx.fbcdn.net/v/t15.0-10/13722376_10157344000560725_877604166_n.jpg?oh=7d591afb6a842f67ea8cb6381c8ed352&oe=5AD681FA","https://www.facebook.com/DonaldTrump/videos/10157343936385725/","facebook.com","2016-07-21T02:04:02+0000",1469066642,"2016-07-21 04:04:02",46189,16781,54525,2665,73971,"Donald Trump"
"1025","video","post_page_153080620724","153080620724_10157343873210725","https://www.facebook.com/153080620724/posts/10157343873210725","Thank you  Governor Scott Walker for your support. I KNOW we can beat Hillary! It s time to take back this nation and together  make #AmericaFirst again!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697435_10157343883650725_442613576_n.jpg?oh=f5a574e763b29229393b2da4b6e00c5e&oe=5A916423","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13697435_10157343883650725_442613576_n.jpg?oh=e9069d91a6c3fc0c6a8193cd38325af6&oe=5A9441F3","https://www.facebook.com/DonaldTrump/videos/10157343873210725/","facebook.com","2016-07-21T01:57:00+0000",1469066220,"2016-07-21 03:57:00",34516,2357,36758,2579,41694,"Donald Trump"
"1026","video","post_page_153080620724","153080620724_10157343686475725","https://www.facebook.com/153080620724/posts/10157343686475725","We are blowing through our goal  help us raise $2 000 000 by midnight!!!   Donate Here: http://bit.ly/29VYsQq","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13700477_10157343718370725_379128605_n.jpg?oh=e853bf40ecf98eff322bb2d684b0428d&oe=5AA94256","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13700477_10157343718370725_379128605_n.jpg?oh=7a43950153e5c0b07acd3fc6cdbe7171&oe=5AA79C86","https://www.facebook.com/DonaldTrump/videos/10157343686475725/","facebook.com","2016-07-21T01:28:00+0000",1469064480,"2016-07-21 03:28:00",15534,2886,16792,919,20597,"Donald Trump"
"1027","video","post_page_153080620724","153080620724_10157343666610725","https://www.facebook.com/153080620724/posts/10157343666610725","Thank you so much for your support  Laura! She is a true conservative who wants what we ALL want -- to Make America Great Again! As President  I will always place #AmericaFirst!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13697602_10157343675250725_1353318627_n.jpg?oh=fed1b9739d38e70aec104c9ee07643a0&oe=5AA3927D","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13697602_10157343675250725_1353318627_n.jpg?oh=8f2211a4be6733f5553e76de4c2b35ac&oe=5AD4B3A9","https://www.facebook.com/DonaldTrump/videos/10157343666610725/","facebook.com","2016-07-21T00:57:07+0000",1469062627,"2016-07-21 02:57:07",60546,4031,66107,6655,76793,"Donald Trump"
"1028","video","post_page_153080620724","153080620724_10157343182550725","https://www.facebook.com/153080620724/posts/10157343182550725","47 years ago our nation did something that NOBODY thought we could do - we were the first to put a man on the moon. It is time to be number one  again!  Believe me  as President  we will once again  Make America First Again! #AmericaFirst #MakeAmericaGreatAgain #RNCinCLE","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/13697513_10157343190955725_1066209265_n.jpg?oh=f23fdc7087df33a67190ee2a32255878&oe=5A8B2D09","https://scontent.xx.fbcdn.net/v/t15.0-10/p600x600/13697513_10157343190955725_1066209265_n.jpg?oh=0544de9a8e51f949ee684151517ae005&oe=5A8E98B9","https://www.facebook.com/DonaldTrump/videos/10157343182550725/","facebook.com","2016-07-20T23:04:54+0000",1469055894,"2016-07-21 01:04:54",61204,5389,65292,6843,77524,"Donald Trump"
"1029","video","post_page_153080620724","153080620724_10157342509185725","https://www.facebook.com/153080620724/posts/10157342509185725","Very proud of Donald Trump Jr. last night!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723310_10157342586360725_848393793_n.jpg?oh=f8a3e28b9dadf35fa24de26170373e89&oe=5A8C0FB4","https://scontent.xx.fbcdn.net/v/t15.0-10/13723310_10157342586360725_848393793_n.jpg?oh=c53a86c12b1d0d678b7a8b30958083f6&oe=5AA91314","https://www.facebook.com/DonaldTrump/videos/10157342509185725/","facebook.com","2016-07-20T21:02:07+0000",1469048527,"2016-07-20 23:02:07",88618,7862,97159,16236,121257,"Donald Trump"
"1030","video","post_page_153080620724","153080620724_10157342175015725","https://www.facebook.com/153080620724/posts/10157342175015725","Thank you Dana White - - there is no question that I will FIGHT for this COUNTRY! I want to MAKE AMERICA SAFE AND GREAT AGAIN - with every American!","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/13723158_10157342188280725_1221866731_n.jpg?oh=b98f06f935a0af22aa4eb6b1ad5cd614&oe=5A92AF43","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/13723158_10157342188280725_1221866731_n.jpg?oh=358fe826fef53912cc85eb7729cf646b&oe=5AD34597","https://www.facebook.com/DonaldTrump/videos/10157342175015725/","facebook.com","2016-07-20T19:45:00+0000",1469043900,"2016-07-20 21:45:00",76395,4391,81478,11734,97603,"Donald Trump"
