"","X","id","texts","date1","days","from_id","owner_id","post_type","pol"
"4868",8393,502985,"#Славянск

Вывезено 2271 тонна строительного мусора","2014-08-06",288,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12489",20643,654209,"#Славянск #АТБ 20.09.2015

Про сегодняшние скидки в АТБ :)","2015-09-20",698,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2111",4210,45361,"В Славянске стартовал месячник «Спорт для всех – общая забота»

1 апреля начался ежегодный Всеукраинский месячник «Спорт для всех - общая забота», который традиционно проводится в течение апреля, сообщает пресс-служба славянского горсовета.

http://slavinfo.dn.ua/novosti/v-slavyanske-
startoval-mesyachnik-«sport-dlya-vsekh-–-obshchaya-zabota»","2014-04-07",167,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15357",25130,9787,"Сегодня - День Республики Крым.

20 января 1991 года состоялся всекрымский референдум на котором крымчане высказались за восстановление Крымской автономии. Это предопределило статус Крыма в составе Украины (куда Республика тогда входила), а сама дата была учреждена как день Республики Крым, который является в Республике праздничным.

Крым пережил едва ли не весь мировой опыт государственного строительства, в том числе президентскую и парламентскую формы правления и период безвременья - без Конституции и полномочий, не раз оказываясь на грани межнациональных и социальных конфликтов.

Как итог - 18 марта 2014 года Республика Крым вошла в состав Российской Федерации.

Поздравляем крымчан с этим праздником и желаем им процветания и развития!!!

#КрымРоссияНавсегда","2016-01-20",820,-71345889,-71345889,"post","Separatist"
"3039",5748,3613,"Вот чем стреляют в мирных граждан города Славянск.","2014-05-21",211,2431742,-62257094,"post","Separatist"
"7705",13022,591430,"#Славянск

Договорились: тендерам быть. Хоть и не без сложностей.","2015-02-27",493,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2727",5220,160334,"#Славянск

Какая ситуация с мобильной связью в городе? Кто смог дозвониться МТС?

? Только по теме","2014-05-11",201,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"18349",28916,713353,"Концерт и акции - 16 апреля в Славянске отметят День окружающей среды 

День окружающей среды установлен в Украине в 1998 году соответствующим указом президента Леонида Кучмы и отмечается ежегодно в третью субботу апреля.

Созданию этого праздника способствовала инициатива общественных организаций и органа власти, который на то время назывался Министерством охраны окружающей природной среды и ядерной безопасности Украины, развивать деятельность, начатую Всеукраинской акцией ""Дерево - Життя"". Эта акция проводилась в 1997-1998 гг. в третье воскресенье апреля и заключалась в привлечении населения к благоустройству и озеленению населенных пунктов, памятных мест.

В этот день местным государственным администрациям и органам местного самоуправления предлагалось вместе с предприятиями, учреждениями и организациями привлекать широкие слои населения и проводить комплекс мероприятий, направленных на улучшение состояния окружающей среды, озеленение, благоустройство населенных пунктов и прилегающих к ним территорий, очистку водных источников, сохранение природно-заповедных объектов и т.п.

Славянск также присоединяется к празднованию Дня окружающей среды не словом, а делом. Как рассказала начальник отдела экологии Славянского городского совета Лариса Соловей, в рамках мероприятия в апреле будет проведено ряд акций (""Сделаем Украину чистой"", ""Посади свое дерево""), а также ряд воспитательных мероприятий при содействии библиотеки, краеведческого музея и учебных учреждений (открытые уроки, тематические уроки, конкурсы).

В этот день городской голова Вадим Лях приглашает все коллективы промышленных предприятий, общественных организаций, учреждений, религиозные организации, политические партии и просто неравнодушных граждан принять участие в масштабном субботнике. 

""Жителей многоэтажек и частного сектора прошу навести порядок на придомовых территориях, обустроить цветники, высадить деревья, кусты. Убежден, что нам по силам сделать все, чтобы неповторимые пейзажи Славянска радовали глаз и согревали душу, чтобы и наши потомки могли достойно жить, наслаждаясь красотой родного края"", - идет в обращении Вадима Ляха.

А вечером, в 18:00, все жители и гости Славянска приглашаются на большой праздничный концерт в Центре культуры и окружающей среды (бывший ДК железнодорожников). В концерте примут участие известные украинские звезды. Вход бесплатно!

Взять приглашения, тем самым успеть занять места себе, друзьям и близким, вы можете в отделе культуры Славянского горсовета по адресу - площадь Соборная, 2, кабинет №410. 

Источник: 6262","2016-04-15",906,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17331",27714,705188,"Житель Николаевки хранил подствольную гранату как сувенир 

По словам мужчины, гранату он нашел в соседнем селе после боевых действий, которые происходили в 2014 году в Славянске и Славянском районе. Несмотря на то, что правонарушитель знал, что полиция регулярно проводит операции по добровольной сдаче оружия и боеприпасов и понимал об ответственности за незаконное хранение боеприпасов, мужчина решил оставить подствольную гранату себе в качестве «сувенира».

Источник: 6262","2016-03-17",877,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"18127",28661,711333,"За прошедшие сутки у трех славянцев изъяли каннабис

Участковые инспекторы полиции Славянского отдела полиции за сутки у троих местных жителей изъяли наркотическое вещество - каннабис. Изъятое направлено на экспертизу, по результатам которой правонарушители будут привлечены к ответственности.

Источник: Газета Объявлений","2016-04-09",900,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17427",27824,10612,"Список пассажиров Boeing-738:

Лариса Аллен
Ганна Андриева
Эльвира Белякова
Виктор Беспечнов
Виктория Бевзюк
Марина Бевзюк
Юлия Безгласная
Сергей Безгласный
Галина Болгова
Александр Божко
Ольга Божко
Алина Березина
Константин Чеботарев
Светлана Чеботарева
Дмитрий Чернов
Елена Чернова
Кирилл Чистяков
Олег Чистяков
Виктория Чистякова
Владимир Федянин
Валерий Гамов
Людмила Гончарова
Елена Калиберда
Сергей Калиберда
Олеся Караванцева
Ирина Карпенко
Катирвели Аяпан
Ольга Клименко
Павел Копосов
Анастасия Копосова
Копосова Дарья
Копосова Людмила
Татьяна Кравченко
Раиса Лобода
Маяченко Ольга
Сиам Мохан
Инна Негодаева
Анна Осипова
Галина Пакус
Игорь Пакус
Алексей Шанцин
Ирина Шанцина
Николай Шлипченко
Валентина Сомина
Манна Серхиева
Наталья Тарасенко
Свитлана Цехельска
Данило Цихельски
Павло Цихельски
Наталья Веремеевская
Александр Веремейвский
Виталий Веремеевский
Валентина Воронова
Лариса Жевед

#Ростов #Дубаи #Катастрофа #Boeing","2016-03-19",879,-71345889,-71345889,"post","Separatist"
"1689",3402,1554,"Ещё одна подборка текстов по ситуации на Украине.
Миф о федерализации Украины: http://vk.com/project_2024?w=wall-53434532_273
Экономика. Есть ли выбор? http://vk.com/project_2024?w=wall-53434532_198
Выход из украинского тупика - Общерусский национальный проект:
http://vk.com/project_2024?w=wall-53434532_239","2014-03-12",141,2608615,-62257094,"post","Separatist"
"11678",19570,645242,"#Славянск 21.08.2015

Пожелали мира и отпустили в небо: в Славянске прошел флешмоб

Сегодня, 21 августа, на центральной площади Славянска состоялся флешмоб.

Источник: http://slavdelo.dn.ua/2015/08/21/pozhelali-mira-i-otpustili-v-nebo-v-slavyanske-proshel-masshtabnyiy-fleshmob/","2015-08-21",668,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15691",25694,689258,"#Славянск 29.01.2016

В Славянске жители разрушенной многоэтажки спустя почти два года вернулись в свои восстановленные квартиры

Сегодня, 29 января, 15 семей восстановленного дома по улице Бульварной, 4 в Славянске получили ключи от своих новых квартир.

Источник: http://slavdelo.dn.ua/2016/01/29/v-slavyanske-zhiteli-razrushennoy-mnogoetazhki-spustya-dva-goda-vernulis-v-svoi-vosstanovlennyie-kvartiryi/","2016-01-29",829,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"4268",7507,456473,"#Славянск

В Славянске начали работать заправки

Славянске начали работать автозаправочные станции, а также возобновлено движение общественного транспорта по трем маршрутам, сообщил первый заместитель главы Донецкой ОГА Андрей Николаенко.

Источник: http://tvplus.dn.ua/pg/news/6/full/id=12555","2014-07-10",261,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12219",20317,652099,"#Славянск

Воспитанники психореабилитационного центра Славянска посетили луна-парк

Маленькие воспитанники коммунального учреждения «Центр социально-психологической реабилитации детей в г.Славянске» 7 сентября посетили луна-парк, расположенный на территории города.

Подробнее: http://www.6262.com.ua/news/954520","2015-09-10",688,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2458",4786,696,"Сегодня написал письмо послу США в Киеве. ""Уважаемый Джеффри. Я с глубоким чувством признательности к Соединенным Штатам Америки и от лица всего украинского народа, выражаю Вам огромную благодарность за Вашу поддержку в этот трудный для страны час. Сегодня мы столкнулись с проблемами, в решении которых мы просим Вас помочь. Наши проблемы по большей части не внутренние, а внешние, обусловленные угрозами из вне. На протяжении многих десятилетий мой многострадальный народ Украины неоднократно подвергался притеснениям, унижениям и истреблению со стороны восточных наших соседей. В этот момент, когда мы пытаемся построить демократию - свободную страну, с европейскими (человеческими) ценностями прав и свобод, завистливые и обозленные приспешники Кремля пытаются столкнуть людей в яму гражданской войны. Провоцируя средствами массовой информации, вселяя страх, подменяя национальные ценности иными, чуждыми для каждого Украинца и жителя Украины Юго - Востока - нашей общей Родины. На улицах происходят убийства солдат, сепаратисты захватывают здания, терроризируют мирное население, через свои агентурные сети опутавшие весь Юго - Восток Кремль подготавливает почву для ввода войск, якобы для защиты своих граждан, с последующей аннексией земель утерянных когда-то Россией из-за своих преступлений против человечества. Просим Вас помочь нам всеми имеющимися средствами: военными, политическими экономическими, чтобы не допустить кровопролитие и не дать лицемерным врагам вновь сделать наш народ жертвой геноцида. Да хранит нас бог"". http://cs607320.vk.me/v607320353/6caa/kEpyGWlIdUU.jpg","2014-04-26",186,235626404,-12892157,"post","Neutral or Pro-Ukrainian"
"3249",6104,848,"Это нелегитимная группа оскорбляет ДНР,прошу народ забанить её.","2014-05-28",218,184251932,-12892157,"post","Neutral or Pro-Ukrainian"
"17091",27419,702733,"Результаты работы ГБР Краматорска и Славянска за месяц

За месяц ГБРами Краматорска и Славянска осуществлено более 850 выездов, раскрыто 32 уголовных правонарушения, задержаны 5 человек, находящихся в розыске, составлено 48 административных протоколов, в течение суток рассмотрено около 650 заявлений и обращений граждан.

Каждый житель Краматорска, Славянска и Славянского района может обратиться со своей проблемой в полицию по номеру 102 или:

Краматорский отдел полиции: (06264) 7-02-47, 050-988-05-93

Славянское отделение полиции: (06262) 3-44-07, 066-153-49-33, 063-554-29-86 или на «телефон доверия» 050-014-79-92.

Источник: Газета Объявлений","2016-03-11",871,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"13416",22015,663824,"#Славянск

Мы, по всей видимости, уже не сможем вернуть деньги Святогорску и Николаевке – и.о. мэра Славянска Олег Зонтов

Налог с дохода физических лиц (НДФЛ) в этом году увеличился на 10% и теперь составляет 60%, что дало городскому бюджету Славянска еще 18 млн.

Источник: http://slavdelo.dn.ua/2015/10/31/svyatogorsk-i-nikolaevka-ne-poluchat-deneg/","2015-10-31",739,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"3068",5791,3625,"Вертолеты обстреливают позиции под Волновахой, 22.05.2014 (видео)
https://vk.com/slavyansk2014?w=wall-66891726_8048","2014-05-22",212,221018492,-62257094,"post","Separatist"
"3474",6438,339583,"#Славянск 09.06.2014

Утром город опять разбудила серия залпов.","2014-06-09",230,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"7438",12533,580652,"#Славянск 07.02.2015

В Славянске выдали гуманитарную помощь от волонтеров из Закарпатья и Харькова

7 февраля 2015 возле гостиницы ""Славянск"" была выдана гуманитарная помощь для переселенцев из зоны АТО.

Источник: http://slavinfo.dn.ua/novosti/213492","2015-02-07",473,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"3995",7163,415303,"#Славянск #Донецк

В Донецке расстрелян наряд ГАИ

Сегодня в 10.55 на линию «102» поступило сообщение от неизвестного о том, что по ул. Артемовской возле путепровода, расположенного за железнодорожным вокзалом, 2 неизвестных в камуфляжной форме из огнестрельного оружия расстреляли наряд ГАИ, который нес постоянную службу в данном районе. Трое сотрудников милиции погибли, один – в тяжелом состоянии. Об этом сообщает пресс-служба Донецкого ГУ ГУМВД Украины в Донецкой области.

Неизвестные скрылись в сторону микрорайона Админпоселок (Первая площадка).

Всех, кто стал очевидцем данного преступления, просим срочно сообщить по телефонам: 102, 340-01-02, 340-01-03 или 095-291-94-80. Принимается любая информация. Конфиденциальность гарантирована.","2014-07-03",254,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17702",28152,707973,"Анонимно: Подскажите пожалуйста, контакты квартирно-эксплутационной части в г.Славянск которая переехала из г.Луганска.","2016-03-28",888,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11860",19825,647691,"#Славянск

Общественность Славянска готова к переименованию улиц, но с самими названиями возникает масса споров 

26 августа в большом зале исполкома состоялось общественное обсуждение переименования улиц в рамках процесса декоммунизации. 

Источник: http://www.6262.com.ua/news/939973","2015-08-27",674,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2282",4483,2296,"Заявление МИД России в связи с трагическими событиями в Донецке

551-14-03-2014

13 марта в Донецке произошли трагические события, пролилась кровь. На мирных демонстрантов, которые пришли на улицы города, чтобы выразить свое отношение к деструктивной позиции людей, называющих себя украинской властью, напали праворадикальные группировки, вооруженные травматическим оружием и битами, которые накануне начали съезжаться в город из других регионов страны. В результате столкновений имеется большое количество раненых, один человек погиб.
Мы неоднократно заявляли, что пришедшие к власти в Киеве должны разоружить боевиков, обеспечить безопасность населения и законное право людей на проведение митингов. К сожалению, как показывают события на Украине, этого не происходит, киевские власти не контролируют ситуацию в стране.
Россия осознает свою ответственность за жизни соотечественников и сограждан на Украине и оставляет право взять людей под защиту.

14 марта 2014 года
http://mid.ru/brp_4.nsf/newsline/6F745B0774C71C964425..","2014-04-14",174,46367574,-62257094,"post","Separatist"
"15282",25014,685522,"Анонимно: Подскажите где в Славянске делают такие торты, и цену подскажите","2016-01-18",818,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12107",20172,650671,"#Славянск

Фоторепортаж: Здоровый образ жизни – это круто! 

Вчера на центральной площади города прошли показательные выступления по кроссфиту.

Источник: http://slavinfo.dn.ua/novosti/326906","2015-09-06",684,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17806",28277,708892,"#Славянск 31.03.2016

Охотники за металлом: в Славянске похищен отрезок провода троллейбусной линии

Сегодня ночью в районе молокозавода по улице Торской был похищен отрезок провода троллейбусной контактной линии по которой раньше ездил троллейбус маршрута №5.

Источник: http://slavdelo.dn.ua/2016/03/31/ohotniki-za-metallom-v-slavyanske-pohishhen-otrezok-provoda-trolleybusnoy-linii/","2016-03-31",891,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16910",27212,701594,"Поздравления с Масленицей: красивые, прикольные и веселые

Масленичные празднества длиною в целую неделю отмечаются перед началом Великого Поста. Всю Масляную неделю в домах перед поеданием традиционных блинов слышны поздравления с Масленицей.

""Деловой Славянск"" собрал для вас поздравления с Масленицей.

Блинчики я испеку,

Снова в гости приглашу

Только преданных друзей,

Чтобы было веселей.

С масленицей поздравляю,

От души добра желаю,

Никогда не унывайте,

Всех блинами угощайте!

*************

С масленицей всех поздравляю!

Блинчиков горячих желаю!

С вишней, абрикосом, шоколадом!

Столько, сколько вам будет надо!

А еще с икрой, рыбой красной,

С грудкою копченой, прекрасной,

С мясом или может с колбаской,

Станет ваша масленица сказкой!

Будет вспоминать вам приятно

Как объелись блинчиков изрядно!

*************

С Масленицей поздравляю!

Счастья и добра желаю!

Будь всегда, как вкусный блин –

Кругл, свеж, горяч, любим!

*************

Вкусным жареным блином Солнце в небе катится.

Вместе с ним приходит в дом, Веселая Масленица.

На столе стоят блины, Вкусная сметана.

Празднуем приход весны, И сыты, и пьяны.

*************

Пусть в твоем доме бушует весна,

Всем я сегодня желаю добра!

Разных блинов желаю отведать,

Ужинать, завтракать ими, обедать!

*************

Масленица к вам пришла,

И блинов вам принесла.

Ешьте-пейте, веселитесь,

Чтоб вас денежка нашла.

Вы невзгод - хлопот не знайте,

Пойте песни всем назло

Масленицу привечайте,

Чтобы в жизни повезло.

*************

Желаю Вам за стол присесть,

Блинов с икорочкой поесть,

Сжечь бабу, зиму проводить,

Меня в прощеный день простить.

*************

С Масленицей и блином

Мы пришли, друзья, в ваш дом.

Завтра будет строгий пост,

А сегодня пьет народ.

Пусть веселье вас наполнит,

Масленица все исполнит,

Вам, друзья, желаю

Жить, не унывая!

*************

От души вас поздравляем

И сердечно приглашаем:

Все заботы бросьте,

Приходите в гости,

Прямо к нашему крыльцу

К нам на Масленицу.

Убедитесь сами:

Угостим блинами,

На сметане пышками,

Пирогами пышными,

Февралю – помашем,

Марту – «здравствуй» скажем.

*************

Праздник сегодня особый, старинный –

Так повелось с давних пор отмечать.

Пусть будет день этот ярким и длинным,

Чтобы блинами гостей привечать,

Чтобы успели сказать мы друг другу

Самые добрые в мире слова,

Чтоб протянули мы помощи руку,

Всем, кто нуждается в этом едва.

Пусть же ваш дом будет – полная чаша,

Пусть с каждым днем, не смотря ни на что,

Крепнет карьера, уверенность ваша,

А помешать вам не сможет никто.

*************

Вижу сон, как мы вдвоем

за забором водку пьем,

в масло блинчики макаем,

не спеша так заедаем.

Вот такая вот петрушка,

с Масленицей дорогушка!

*************

Ешь охапками блины,

Отгоняя дух зимы!

В этот славный день весна

Зиму выгонит сполна!

С Масленой тебя неделей!

Пусть уйдут с земли метели,

Там, где холода живут

Первоцветы расцветут!

*************

Блинчик с маслом провожает

Зиму лютую сегодня.

Вам, друзья мои, желаю,

Праздновать, пока не поздно.

Теща, к зятю на блины

Собирайся в пятницу!

Зять, послушайся жены,

Пусть пир горою катится!

Напеки блинов ты гору,

Теще чтоб понравиться.

Хохочите до уморы

С тещею - красавицей.

Теща станет слаще меда,

Умаслит и тестя-деда,

Чтоб ключи отдал от дачи

И свой мерседес в придачу.

Вот что Масленица может,

Коли с маслом блин пригожий.

*************

Вот и Масленица на носу,

Я тебе блины с икрой несу!

И еще есть вкусный коньячок,

Будем зиму провожать с тобой, дружок!

Пусть скорей вокруг цветет весна.

Принесет добро и мир она,

И еще, пусть принесет любовь,

Чтобы все улыбались вновь и вновь!

*************

Ты на масленицу ешь,

Ты на масленицу пей –

Ты позволь любую вещь,

В общем, от души балдей!

Чтобы весело жилось,

Чтоб хотелось и моглось,

Чтобы все здоровы были,

Чтобы близкие любили!

*************

Блин в руке, лицо в сметане —

Это масленица с нами!

Под костра чудной дымок

Я зачитаю стишок!

Мы в свой веселый хоровод

Вовлекаем весь народ!

Будем прыгать над костром,

Забывая о былом.

Песни — хором, пляски — дружно!

Ну а после сытный ужин.

А затем опять веселье,

Водка, пиво и похмелье!

*************

Дорогой ты мой зятечек!

В этот славный вечерочек

Скатертью накрыла стол,

Жду, чтоб в гости ты пришел.

Угощу тебя блинами,

Рыбкой, пивом, пирогами,

Расстегаем и ухой,

Чечевицей, курагой,

Кукурузой, кулебякой,

Наготовлю каши всякой,

Чтобы ты здоровым был,

Крепче дочь мою любил.

*************

Моя любимая подруга,

Мы знаем много лет друг друга,

И с Масленицей в этот день

Тебя поздравить мне не лень!

Тебе желаю просто счастья,

Любви безумной настоящей,

Забот любых вовек не знать,

Лишь богатеть и процветать!

*************

Я хочу вам пожелать

В масленицу эту

Ярко жить да поживать,

Лучше всех на свете.

И везенья вам сейчас

Искренне желаю,

Чтобы каждый день и час

Жить, не унывая!

************

Сегодня Масленица и мы вас поздравляем!

Напечь вкусных блинов и гостей пригласить,

Веселых улыбок, мира, добра пожелаем,

И если было что-то плохое - простить!

*************

Проводим зиму мы блинами,

Пышками, сыром и пирогами,

Масленица - конец зимы,

Начало любви и весны.

Желаю в сей день вам напиться,

Блинами с другом поделиться,

И танцевать, и петь в сей день,

Все новых принимать гостей.

*************

Поздравляю с Масленицей! Уюта и тепла!

Чтобы жизнь и сытою, и радостной была!

Как зима холодная сменяется весной,

Пусть уйдут печали талою водой.

Пусть проснется счастье, как цветок весенний

И пребудут с вами радость и веселье!

*************

Пусть масленица дарит вам добро,

Весеннее чудесное тепло. 

Пускай на сердце расцветут цветы, 

И сбудутся заветные мечты.

Пускай здоровье будет лучше всех, 

Чтобы жилось легко и без помех, 

Чтоб вами восхищались все всегда, 

Чтоб грусти не узнали никогда.

Источник: Славянск Деловой","2016-03-07",867,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"609",1367,27897,"География группы [club43636290|г. Славянск - лучший город!]","2014-01-06",76,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11844",19796,647104,"#Славянск

Экс-мэр Славянска Неля Штепа требует от СБУ и прокуратуры компенсацию за ее пребывание в СИЗО - 10 тысяч долларов за день

Подробнее: http://slavgorod.com.ua/news/article/2945/","2015-08-26",673,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16684",26952,699612,"Мария Овсянникова: Кто знает когда откроется магазин Prostor по ул. Бульварная 2?","2016-02-29",860,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2194",4371,2115,"ВАС НЕ МОГУТ ПРИВЛЕЧЬ ЗА СЕПАРАТИЗМ- Адвокат
http://vovremya.dp.ua/society/822-dnepropetrovskih-mitinguyuschih-ne-smogut-privlech-za-separatizm-advokat.html","2014-04-11",171,170976980,-62257094,"post","Separatist"
"4534",7876,481394,"#Славянск

Фотофакт. В центре Славянска работает бесплатный душ

19 июля с 10.00 до 19.00 в центре Славянска, в районе ателье «Славяночка» работает бесплатный душ с горячей водой, предоставленный подразделениями ГСЧС Украины.

Источник: http://slavdelo.dn.ua/2014/07/19/fotofakt-v-tsentre-slavyanska-19-iyulya-rabotaet-besplatnyiy-dush/","2014-07-20",271,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16498",26722,10363,"Донбасс не примет фальшивых «героев» и всегда будет чтить истинных защитников Отечества — Захарченко

Донецк, 23 фев – ДАН. Современные защитники Донбасса чтят подвиг своих дедов и прадедов и следуют их героическому примеру, давая отпор карателям. Об этом заявил Глава Донецкой Народной Республики, поздравляя соотечественников с сегодняшним праздником — Днем защитника Отечества.

«Как наши соотечественники более чем полвека назад избавили нашу землю от нацистов, так и сегодня их внуки и правнуки снова защищают Донбасс от коричневой чумы. Это подвиг, который будут охранять и чтить поколения, это наша история, которую мы обязаны защитить от забвения и лжи. Мы – потомки поколения Победителей – будем чтить настоящих героев», — говорится в поздравлении руководителя ДНР, которое поступило в редакцию ДАН.

Захарченко заверил, что Донбасс никогда не позволит навязать себе в качестве «героев» предателей, военных преступников и пособников оккупантов, как это произошло в соседней Украине.

«По традиции сегодня мы вспоминаем бессмертный подвиг наших дедов и прадедов, мужество и отвагу воинов — «афганцев», доблесть и героизм защитников Донецкой Народной Республики — всех тех, кто посвятил себя служению Отечеству, встал на защиту своего народа и своей земли, тех, кто выполнил и выполняет свой долг», — подчеркнул Глава ДНР.

Обратившись с поздравлением и словами благодарности к воинам Донбасса, Захарченко призвал всех жителей Республики – как военнослужащих, так и гражданских – сделать все возможное для наступления мира и благополучия на родной земле.

Напомним, что накануне Глава ДНР принял участие в торжественной встрече в Донецком театре оперы и балета, где вручил почетные грамоты отличившимся военнослужащим и сотрудникам внутренних дел. После официальной части мероприятия, в которой участвовали также министр обороны Владимир Кононов и председатель Народного Совета Денис Пушилин, в честь защитников Отечества состоялся масштабный концерт.","2016-02-23",854,-71345889,-71345889,"post","Separatist"
"14523",23976,676157,"#Славянск 19.12.2015

Праздничное открытие главной новогодней елки города состоялось

В субботний вечер на площади собралось немало народу. Торжественное открытие ёлки прошло в сопровождении творческих коллективов города. 

Источник: http://slavdelo.dn.ua/2015/12/19/mira-vam-slavyansk-i-ukraina-prazdnichnoe-otkryitie-glavnoy-novogodney-elki-goroda-sostoyalos/","2015-12-19",788,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16735",27012,699792,"Анонимно: Подскажите пожалуйста, кто в Славянске занимается продукцией Мирра Люкс?","2016-03-01",861,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11301",19059,641208,"#Славянск

Почему не работают лифты, когда дали свет

Руководитель службы лифтового хозяйства Григорий Погорелов, на аппаратном совещании обратился к населению города, пользующемуся лифтами в многоэтажных домах.

Подробнее: http://tvplus.dn.ua/news/10/full/433/","2015-08-07",654,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17758",28220,708207,"#Славянск

Донецкрыбоохрана предупреждает всех рыбаков Славянска и региона 

Донецкрыбоохрана сообщает об установлении весенне-летнего запрета на лов водных биоресурсов.

С наступлением теплой погоды, когда солнце прогревает воду в реках и озерах, в них начинается таинство естественного воспроизводства - нерест рыбы. Нерест различных видов рыб начинается при достижении водой необходимой температуры, поэтому рыба идет на мелководье рек, озер и заливов, где вода прогревается быстрее. Эти водоемы являются нерестилищами, ведь естественное воспроизводство в комплексе с охраной и регулированием вылова (добычи) является основным путем для сохранения и увеличения рыбных запасов в естественных водоемах.

В этот период чрезвычайно особое значение имеет создание благоприятных условий для прохождения нереста рыб, и помочь естественному процессу воспроизводства потомства в этот период призван человек.

В давние времена в период нереста, чтобы не пугать рыбу в церквях у водоемов не звонили колокола, а колеса телег, которые ехали через мост обматывали тканью, запрещалось даже поить скот в реках, петь и громко разговаривать на берегу.

В этот период с широким привлечением правоохранительных, природоохранных органов и общественности в усиленном режиме проводится комплекс мероприятий по охране нерестилищ и рыбы которая нерестится, выставляются искусственные нерестовые гнезда, особое внимание уделяется вопросам недопущения загрязнения водоемов сточными водами промышленных, коммунальных и сельскохозяйственных предприятий.

С целью обеспечения охраны и сохранения в надлежащем состоянии среды обитания, путей миграции и мест естественного воспроизводства (нерестилищ) водных биоресурсов в рыбохозяйственных водных объектах Донецкой области в 2016 году, приказом Донецкрибоохраны от 15.03.2016 года № 9 установлены сроки запрета на лов рыбы и других водных биоресурсов с 1 апреля по 10 июня 2016 г. С приказом можно ознакомиться по ссылке: http://donryb.at.ua/Doc/nakaz-nerest_2016.pdf

Лица, пренебрегающие данным запретом, будут привлечены к административной ответственности за нарушение правил рыболовства, сумма штрафа составляет от 34 до 680 гривен. Также нарушителю придется возмещать ущерб за каждую незаконно выловленную рыбу.

Чтобы избежать неприятных ситуаций, рыбакам-любителям следует знать, что в нерестовый запретный период любительское рыболовство на водоемах области разрешается одной поплавочной или донной удочкой с одним крючком и спиннингом на блесну на водохранилищах и реках с их придаточной системой водоемов.

Управления охраны, использования и воспроизводства водных биоресурсов и регулирования рыболовства в Донецкой области просит рыбаков особенно бережно относиться к жителям водных объектов в нерестовый период.

Источник: http://www.6262.com.ua/article/1170181","2016-03-29",889,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
